65
442.377350 464.525787 -58.288441 442.037384 459.926819 0
330.178864 704.203613 -13.760661 325.228699 705.298645 0
321.745514 702.211304 -13.370178 325.228699 705.298645 0
325.206573 709.973572 -9.686158 325.228699 705.298645 0
284.902832 740.451660 -75.000000 325.228699 705.298645 0
284.902832 740.451660 -75.000000 325.228699 705.298645 1
440.848328 455.479126 -57.815090 442.037384 459.926819 0
470.603210 330.627930 -21.954914 472.093658 325.761139 0
473.764801 321.458832 -24.519297 472.093658 325.761139 0
547.979370 277.287689 75.000000 472.093658 325.761139 0
432.497345 440.113800 -43.738319 472.093658 325.761139 0
432.497345 440.113800 -43.738319 428.148254 442.777435 0
423.560608 443.402771 -40.834229 428.148254 442.777435 0
419.315094 441.172119 -41.365528 415.406921 437.910248 0
412.700348 434.178741 -39.788239 415.406921 437.910248 0
321.524933 359.415558 -55.992607 318.654541 355.200226 0
317.435242 350.755737 -55.101055 318.654541 355.200226 0
320.474213 359.438721 -57.221657 318.654541 355.200226 0
538.196167 534.656616 -59.131817 540.893738 538.959290 0
541.685181 543.504700 -60.492271 540.893738 538.959290 0
541.685181 543.504700 -60.492271 544.219849 547.909119 0
545.198547 552.414490 -61.861740 544.219849 547.909119 0
545.198547 552.414490 -61.861740 541.073059 555.374390 0
545.959412 554.344055 -62.211086 541.073059 555.374390 0
545.959412 554.344055 -62.211086 547.806213 559.075500 0
549.511719 563.352600 -63.594990 547.806213 559.075500 0
549.511719 563.352600 -63.594990 552.991882 567.075928 0
552.991028 572.175903 -64.884476 552.991882 567.075928 0
552.991028 572.175903 -64.884476 556.974915 575.313843 0
556.035400 579.896362 -66.080132 556.974915 575.313843 0
556.035400 579.896362 -66.080132 552.470764 583.503479 0
557.563660 583.772034 -66.646538 552.470764 583.503479 0
557.563660 583.772034 -66.646538 561.808899 586.565002 0
560.620789 591.524658 -67.779549 561.808899 586.565002 0
560.620789 591.524658 -67.779549 563.822449 595.434937 0
563.987427 600.062256 -69.094627 563.822449 595.434937 0
563.987427 600.062256 -69.094627 569.053894 599.520447 0
564.987610 602.598633 -69.465309 569.053894 599.520447 0
564.987610 602.598633 -69.465309 568.708801 606.069641 0
568.181030 610.697021 -70.716202 568.708801 606.069641 0
568.181030 610.697021 -70.716202 567.615479 615.718567 0
571.475525 619.051697 -71.937195 567.615479 615.718567 0
571.475525 619.051697 -71.937195 567.975586 622.731506 0
572.881958 622.618408 -72.525803 567.975586 622.731506 0
572.881958 622.618408 -72.525803 577.268677 625.149292 0
575.806641 630.035217 -73.609734 577.268677 625.149292 0
575.806641 630.035217 -73.609734 578.862061 634.107361 0
579.230042 638.716797 -74.945854 578.862061 634.107361 0
579.230042 638.716797 -74.945854 580.806213 643.565918 0
579.376160 639.087280 -75.000000 580.806213 643.565918 0
579.376160 639.087280 -75.000000 580.806213 643.565918 1
445.511444 456.877991 -58.745926 442.037384 459.926819 0
527.555176 361.874298 75.000000 442.037384 459.926819 0
608.666931 270.119324 -87.041145 442.037384 459.926819 0
602.639587 276.937561 -75.000000 442.037384 459.926819 0
602.639587 276.937561 -75.000000 442.037384 459.926819 1
437.415497 457.770905 -56.193443 442.037384 459.926819 0
426.388519 448.187378 -75.000000 442.037384 459.926819 0
426.388519 448.187378 -75.000000 442.037384 459.926819 1
446.420258 461.785797 -62.698071 442.037384 459.926819 0
446.420258 461.785797 -62.698071 450.336761 458.591797 0
450.540100 463.533234 -67.912262 450.336761 458.591797 0
450.540100 463.533234 -67.912262 453.036499 467.926941 0
456.564728 466.088562 -75.000000 453.036499 467.926941 0
456.564728 466.088562 -75.000000 453.036499 467.926941 1
