205
446.490662 455.271423 55.967278 441.391327 455.190002 0
437.884827 458.543976 70.908630 441.391327 455.190002 0
437.884827 458.543976 70.908630 435.862274 453.862976 0
437.696381 458.615631 71.648781 435.862274 453.862976 0
437.696381 458.615631 71.648781 433.730286 455.503845 0
435.710022 459.370972 75.000000 433.730286 455.503845 0
438.507690 456.057617 74.338448 433.730286 455.503845 0
438.507690 456.057617 74.338448 443.470642 454.883301 0
443.477051 450.172241 73.216011 443.470642 454.883301 0
443.477051 450.172241 73.216011 445.331909 445.474304 0
449.366425 443.197266 71.898323 445.331909 445.474304 0
449.366425 443.197266 71.898323 453.908478 440.928162 0
455.080658 436.429718 70.617805 453.908478 440.928162 0
455.080658 436.429718 70.617805 455.765137 431.422729 0
460.622009 429.866882 69.441795 455.765137 431.422729 0
460.622009 429.866882 69.441795 458.761139 425.132111 0
463.438354 426.531403 68.776276 458.761139 425.132111 0
463.438354 426.531403 68.776276 464.365570 421.539886 0
469.148224 419.768982 67.564507 464.365570 421.539886 0
469.148224 419.768982 67.564507 474.158752 419.332794 0
473.493225 414.623047 66.574570 474.158752 419.332794 0
473.493225 414.623047 66.574570 472.381561 409.667023 0
477.156372 410.284668 65.729340 472.381561 409.667023 0
477.156372 410.284668 65.729340 482.251862 410.490112 0
480.876190 405.879150 64.872086 482.251862 410.490112 0
480.876190 405.879150 64.872086 478.477234 401.426666 0
483.021851 403.337982 64.348900 478.477234 401.426666 0
483.021851 403.337982 64.348900 487.753387 401.692596 0
488.330658 397.050568 63.154423 487.753387 401.692596 0
488.330658 397.050568 63.154423 487.787903 392.036621 0
492.555054 392.047485 62.190083 487.787903 392.036621 0
492.555054 392.047485 62.190083 497.172974 390.000702 0
498.132294 385.442169 60.938637 497.172974 390.000702 0
498.132294 385.442169 60.938637 501.617676 381.742035 0
504.692230 377.673004 59.546463 501.617676 381.742035 0
523.834961 356.390106 73.039688 526.705811 352.297394 0
528.803650 348.123749 67.056587 526.705811 352.297394 0
528.803650 348.123749 67.056587 528.336304 343.098358 0
532.805725 341.465515 62.187759 528.336304 343.098358 0
532.805725 341.465515 62.187759 535.166931 337.022766 0
537.796448 333.162537 56.179279 535.166931 337.022766 0
548.669800 318.475677 68.037491 553.517334 320.040863 0
549.173035 308.395599 75.000000 553.517334 320.040863 0
625.845825 547.831421 -47.620792 553.517334 320.040863 0
625.845825 547.831421 -47.620792 624.689697 552.791077 0
621.195984 556.506409 -45.932411 624.689697 552.791077 0
588.283203 568.778381 -75.000000 624.689697 552.791077 0
418.440521 632.106628 75.000000 624.689697 552.791077 3
478.763367 700.073608 -13.498347 624.689697 552.791077 0
478.763367 700.073608 -13.498347 482.930359 697.186462 0
482.894226 692.475037 -8.539577 482.930359 697.186462 0
487.678772 697.268555 -6.082877 482.930359 697.186462 0
482.245361 701.854736 -5.048730 482.930359 697.186462 0
478.156616 697.668030 -2.505343 482.930359 697.186462 0
